"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"4921",4921,4921,4921,11984,"d3bd",1,3,2,0,0,0,0,3,3.06,3.03,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Finance",0,"B"
"4922",4922,4922,4922,11985,"37f5",1,4,1,1,0,1,0,2.3,2.93,2.97,"BIO300",201803,727,1,0,0,0,0,2018,"2",0,"Mathematics",1,"C+"
"4923",4923,4923,4923,11986,"10fa",0,6,0,1,0,0,0,2.3,3.03,2.98,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Biological Sciences",1,"C+"
"4924",4924,4924,4924,11988,"1f93",0,6,0,1,0,1,0,2,2.48,2.49,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Communication",0,"C"
"4925",4925,4925,4925,11989,"e9e6",1,6,0,0,0,0,0,3.7,3.36,3.37,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Psychology",0,"A-"
"4926",4926,4926,4926,11990,"bb0c",1,3,2,1,0,0,0,2,3.06,3.03,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Political Science",0,"C"
"4927",4927,4927,4927,11991,"0b13",0,3,2,0,0,0,0,4,3.64,3.66,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Chemistry",1,"A"
"4928",4928,4928,4928,11992,"f913",1,6,0,0,0,0,0,4,3.82,3.8,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Communication",0,"A"
"4929",4929,4929,4929,11997,"6902",1,4,1,0,0,1,0,3,2.82,2.82,"BIO300",201803,727,1,0,0,0,0,2018,"2",0,"Political Science",0,"B"
"4930",4930,4930,4930,11999,"f6ae",1,6,0,0,0,0,0,3,3.68,3.7,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"B"
"4931",4931,4931,4931,12000,"f79e",1,6,0,0,0,0,0,3.7,3.02,3.12,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Economics",1,"A-"
"4932",4932,4932,4932,12001,"3f6f",1,1,1,1,0,0,0,3,2.92,2.92,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Chemistry",1,"B"
"4933",4933,4933,4933,12003,"0e17",1,1,1,1,0,1,0,2.3,3.29,3.23,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Chemistry",1,"C+"
"4934",4934,4934,4934,12004,"8236",1,6,0,0,0,0,0,2.7,2.79,2.85,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"B-"
"4935",4935,4935,4935,12005,"e625",1,6,0,1,0,0,0,2.3,2.75,2.75,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Economics",1,"C+"
"4936",4936,4936,4936,12010,"86cd",1,3,2,0,1,0,0,3,3.19,3.21,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Business Management",0,"B"
"4937",4937,4937,4937,12011,"fcc4",1,1,1,1,0,0,1,2,2.94,2.97,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Economics",1,"C"
"4938",4938,4938,4938,12012,"74a3",1,1,1,1,0,1,0,2.3,2.85,2.88,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Finance",0,"C+"
"4939",4939,4939,4939,12013,"9909",1,3,2,0,0,0,1,4,3.23,3.27,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"A"
"4940",4940,4940,4940,12016,"db94",1,3,2,0,0,0,0,3,3,3.03,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"English",0,"B"
"4941",4941,4941,4941,12018,"21e1",0,6,0,0,0,0,0,4,3.48,3.38,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"English",0,"A"
"4942",4942,4942,4942,12019,"d07a",1,1,1,1,0,0,1,3.3,3.11,3.16,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Physics",1,"B+"
"4943",4943,4943,4943,12020,"b45f",1,3,2,1,0,0,1,2.3,3.17,3.23,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Political Science",0,"C+"
"4944",4944,4944,4944,12021,"ac05",1,1,1,1,0,0,1,1.7,2.35,2.37,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Communication",0,"C-"
"4945",4945,4945,4945,12022,"fc7f",1,3,2,0,1,0,0,3.3,3.66,3.68,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Communication",0,"B+"
"4946",4946,4946,4946,12024,"1063",1,3,2,0,0,0,0,3.3,3.78,3.73,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Chemistry",1,"B+"
"4947",4947,4947,4947,12025,"509f",1,6,0,0,0,0,0,3.7,3.17,3.16,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Chemistry",1,"A-"
"4948",4948,4948,4948,12029,"eacb",0,6,0,0,0,0,0,2.7,3.28,3.28,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Political Science",0,"B-"
"4949",4949,4949,4949,12031,"346d",0,3,2,1,0,1,0,3.7,3.54,3.65,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Chemistry",1,"A-"
"4950",4950,4950,4950,12032,"04c2",1,1,1,1,0,0,0,1.7,2.46,2.57,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Psychology",0,"C-"
"4951",4951,4951,4951,12035,"dbad",0,4,1,1,0,1,0,2,3.15,2.93,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Physics",1,"C"
"4952",4952,4952,4952,12036,"574b",1,3,2,1,0,0,0,4,3.17,3.15,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"English",0,"A"
"4953",4953,4953,4953,12038,"9da6",0,6,0,0,0,1,0,2.3,NA,2.84,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Chemistry",1,"C+"
"4954",4954,4954,4954,12039,"87de",1,6,0,0,0,1,0,1.7,2.53,2.41,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Finance",0,"C-"
"4955",4955,4955,4955,12040,"89b6",0,3,2,0,0,0,0,4,3.7,3.71,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"A"
"4956",4956,4956,4956,12043,"7edc",1,4,1,1,0,0,1,3.3,3.05,3.14,"BIO300",201910,683,1,0,0,0,0,2019,"5",0,"Mathematics",1,"B+"
"4957",4957,4957,4957,12044,"4373",1,6,0,0,0,0,0,3,3.14,3.16,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Biological Sciences",1,"B"
"4958",4958,4958,4958,12045,"4a7e",0,1,1,0,0,0,0,2.7,2.89,2.95,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Biological Sciences",1,"B-"
"4959",4959,4959,4959,12046,"f256",1,6,0,1,0,1,0,1.7,2.52,2.17,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Political Science",0,"C-"
"4960",4960,4960,4960,12047,"7011",0,3,2,0,0,1,0,3.3,3.11,3.1,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Biological Sciences",1,"B+"
"4961",4961,4961,4961,12048,"7972",1,1,1,0,0,1,1,3.7,3.42,3.37,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Psychology",0,"A-"
"4962",4962,4962,4962,12052,"b3d5",0,6,0,0,0,0,0,4,3.53,3.56,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Psychology",0,"A"
"4963",4963,4963,4963,12056,"5f2a",0,1,1,0,0,0,0,2.3,2.85,2.84,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"English",0,"C+"
"4964",4964,4964,4964,12058,"0980",1,6,0,0,0,0,0,3.7,3.78,3.82,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Economics",1,"A-"
"4965",4965,4965,4965,12063,"511b",1,2,1,1,0,0,0,3,3,3.04,"BIO300",201801,710,0,0,1,0,0,2018,"1",0,"Psychology",0,"B"
"4966",4966,4966,4966,12066,"0f92",0,3,2,0,1,0,0,2.7,2.83,2.97,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Finance",0,"B-"
"4967",4967,4967,4967,12067,"9d4a",1,1,1,0,0,1,0,3.3,2.85,2.87,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"English",0,"B+"
"4968",4968,4968,4968,12069,"ecff",1,1,1,0,0,1,1,2.3,3.2,3.19,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Communication",0,"C+"
"4969",4969,4969,4969,12076,"3f95",1,6,0,1,0,1,0,2.3,2.62,2.7,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Finance",0,"C+"
"4970",4970,4970,4970,12079,"6b0a",1,3,2,0,0,0,0,4,3.53,3.57,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Finance",0,"A"
"4971",4971,4971,4971,12081,"c911",1,6,0,0,0,0,0,3,3.42,3.34,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Mathematics",1,"B"
"4972",4972,4972,4972,12085,"6c2b",0,4,1,0,0,0,0,2.7,2.95,2.94,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Chemistry",1,"B-"
"4973",4973,4973,4973,12087,"9998",0,6,0,0,0,0,1,3,2.93,2.94,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"English",0,"B"
"4974",4974,4974,4974,12089,"baf4",1,6,0,0,0,0,0,3.7,3.56,3.59,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Finance",0,"A-"
"4975",4975,4975,4975,12090,"ee53",1,6,0,0,0,0,0,3,2.79,2.87,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Computer Science",1,"B"
"4976",4976,4976,4976,12091,"9ea8",0,3,2,0,0,1,0,1.7,2.72,2.84,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Computer Science",1,"C-"
"4977",4977,4977,4977,12095,"a5a9",1,3,2,1,0,0,0,1.3,2.55,2.53,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Chemistry",1,"D+"
"4978",4978,4978,4978,12098,"c79c",0,1,1,0,0,1,0,2,2.56,2.62,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Psychology",0,"C"
"4979",4979,4979,4979,12101,"b652",1,6,0,0,0,0,0,2.3,3.31,3.22,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Finance",0,"C+"
"4980",4980,4980,4980,12105,"526c",1,3,2,1,0,0,1,4,4,4,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"A"
"4981",4981,4981,4981,12106,"cee0",1,3,2,0,0,0,0,4,3.81,3.82,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"A"
"4982",4982,4982,4982,12108,"1adc",1,6,0,1,0,1,0,2.7,3.42,3.43,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"B-"
"4983",4983,4983,4983,12112,"87fe",0,3,2,0,0,1,1,2.3,3.16,3.14,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Computer Science",1,"C+"
"4984",4984,4984,4984,12114,"9ed3",0,1,1,0,0,1,0,4,NA,4,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Mathematics",1,"A"
"4985",4985,4985,4985,12115,"5678",0,3,2,1,1,0,0,3,2.51,2.58,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"B"
"4986",4986,4986,4986,12116,"094c",0,1,1,1,0,0,1,1.7,3,2.98,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Economics",1,"C-"
"4987",4987,4987,4987,12118,"fe03",1,6,0,0,0,0,0,3,3.16,3.13,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"English",0,"B"
"4988",4988,4988,4988,12119,"945e",1,6,0,1,0,1,1,3,NA,3.5,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Physics",1,"B"
"4989",4989,4989,4989,12121,"3584",1,3,2,0,0,0,0,2,3.14,3.15,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Physics",1,"C"
"4990",4990,4990,4990,12122,"28a5",1,6,0,0,0,0,0,3.3,3.32,3.27,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"English",0,"B+"
"4991",4991,4991,4991,12126,"d833",1,1,1,1,0,0,1,1,2.6,2.71,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Finance",0,"D"
"4992",4992,4992,4992,12131,"b21d",1,1,1,1,0,0,1,2.3,2.66,2.82,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Psychology",0,"C+"
"4993",4993,4993,4993,12132,"8c34",1,6,0,0,0,0,0,3.7,3.29,3.32,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Psychology",0,"A-"
"4994",4994,4994,4994,12133,"703a",0,4,1,0,0,0,0,2.7,3.04,3.11,"BIO300",201810,680,1,0,0,0,0,2018,"5",0,"Computer Science",1,"B-"
"4995",4995,4995,4995,12136,"a8fd",1,1,1,1,0,1,0,4,NA,2.99,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Finance",0,"A"
"4996",4996,4996,4996,12137,"3363",1,6,0,0,0,0,0,2,2.94,2.98,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"English",0,"C"
"4997",4997,4997,4997,12140,"7ab4",1,3,2,0,0,0,0,3,2.43,2.47,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"English",0,"B"
"4998",4998,4998,4998,12141,"d07a",1,3,2,0,0,1,0,2,2.66,2.7,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Business Management",0,"C"
"4999",4999,4999,4999,12143,"f847",1,1,1,0,0,0,1,1.7,2.38,2.31,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Business Management",0,"C-"
"5000",5000,5000,5000,12145,"e2f8",1,1,1,1,0,1,0,0,NA,3.02,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"English",0,"F"
"5001",5001,5001,5001,12146,"cf7f",1,1,1,1,0,1,1,1.7,2.61,2.09,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Political Science",0,"C-"
"5002",5002,5002,5002,12148,"52a9",1,3,2,0,0,0,0,2.3,2.91,2.91,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Computer Science",1,"C+"
"5003",5003,5003,5003,12149,"92a9",1,1,1,1,0,0,1,2.3,2.61,2.42,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Political Science",0,"C+"
"5004",5004,5004,5004,12152,"856a",1,3,2,1,0,1,1,3,3.66,3.81,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"English",0,"B"
"5005",5005,5005,5005,12154,"fe58",1,3,2,1,0,1,0,2.7,2.95,2.92,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"B-"
"5006",5006,5006,5006,12155,"d869",1,1,1,1,0,1,0,1.7,NA,3.5,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"English",0,"C-"
"5007",5007,5007,5007,12158,"6235",1,3,2,1,0,1,1,1,3.03,2.76,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Economics",1,"D"
"5008",5008,5008,5008,12159,"3323",1,6,0,0,0,0,0,4,3.32,3.3,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Economics",1,"A"
"5009",5009,5009,5009,12160,"f18f",1,3,2,0,0,0,0,3,2.97,3.01,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"English",0,"B"
"5010",5010,5010,5010,12163,"f9a7",1,3,2,1,0,0,0,1,2.45,2.6,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Biological Sciences",1,"D"
"5011",5011,5011,5011,12164,"2920",1,3,2,0,0,0,0,3.7,3.45,3.43,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"A-"
"5012",5012,5012,5012,12165,"cb94",1,6,0,1,0,0,0,3.7,NA,3.19,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"A-"
"5013",5013,5013,5013,12166,"96f9",1,3,2,1,0,0,1,4,3.94,3.94,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Chemistry",1,"A"
"5014",5014,5014,5014,12169,"758b",1,1,1,1,0,1,0,2,2.79,2.83,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Economics",1,"C"
"5015",5015,5015,5015,12170,"e011",0,NA,0,0,0,0,0,1.7,1.91,2,"BIO300",201710,693,NA,NA,NA,NA,NA,2017,"5",NA,"Physics",1,"C-"
"5016",5016,5016,5016,12172,"8fdd",1,3,2,1,0,1,1,1,2.41,2.36,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Physics",1,"D"
"5017",5017,5017,5017,12173,"f7b8",0,3,2,0,0,0,0,3.3,3.71,3.61,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Chemistry",1,"B+"
"5018",5018,5018,5018,12174,"8ae9",1,6,0,0,0,0,1,3,3.23,3.25,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"B"
"5019",5019,5019,5019,12175,"de0a",1,1,1,1,0,0,1,2.3,3.02,2.92,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Psychology",0,"C+"
"5020",5020,5020,5020,12177,"2fb4",1,1,1,1,0,1,0,2,3.42,2.95,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Mathematics",1,"C"
"5021",5021,5021,5021,12178,"a750",1,4,1,0,0,1,0,3,NA,3.27,"BIO300",201710,693,1,0,0,0,0,2017,"5",0,"Psychology",0,"B"
"5022",5022,5022,5022,12187,"a93f",1,6,0,0,0,1,0,4,NA,3.29,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Mathematics",1,"A"
"5023",5023,5023,5023,12190,"0c6c",0,1,1,1,0,0,1,4,3.21,3.22,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Computer Science",1,"A"
"5024",5024,5024,5024,12191,"6a3d",0,6,0,0,0,0,0,4,3.36,3.36,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Business Management",0,"A"
"5025",5025,5025,5025,12192,"9955",1,1,1,0,0,0,1,2.3,3.28,3.28,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Economics",1,"C+"
"5026",5026,5026,5026,12193,"ba33",1,1,1,1,0,0,0,2.3,2.63,2.65,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Physics",1,"C+"
"5027",5027,5027,5027,12194,"095e",1,6,0,0,0,0,0,3,3.41,3.41,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Chemistry",1,"B"
"5028",5028,5028,5028,12195,"6a92",1,1,1,0,0,0,0,4,3.65,3.67,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Business Management",0,"A"
"5029",5029,5029,5029,12196,"d6c2",0,3,2,0,0,1,0,1,2.57,2.61,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Political Science",0,"D"
"5030",5030,5030,5030,12198,"90f3",1,3,2,1,0,0,1,1.7,2.55,2.52,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Mathematics",1,"C-"
"5031",5031,5031,5031,12205,"2131",1,3,2,0,0,0,0,2,3.31,3.23,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Finance",0,"C"
"5032",5032,5032,5032,12207,"e731",1,3,2,1,0,0,1,1,2.66,2.7,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Business Management",0,"D"
"5033",5033,5033,5033,12211,"2d30",1,3,2,1,0,1,1,3.7,3.53,3.71,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"A-"
"5034",5034,5034,5034,12212,"39da",1,6,0,0,0,0,0,3.3,3.59,3.61,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Communication",0,"B+"
"5035",5035,5035,5035,12213,"5a4a",1,3,2,0,0,0,1,3,3.07,2.99,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"B"
"5036",5036,5036,5036,12214,"3be5",0,3,2,0,0,0,0,2,2.76,2.76,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Chemistry",1,"C"
"5037",5037,5037,5037,12217,"5146",1,3,2,0,0,0,1,2.7,3.03,3.04,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Mathematics",1,"B-"
"5038",5038,5038,5038,12221,"947b",1,1,1,1,0,0,1,1.3,2.35,2.37,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"D+"
"5039",5039,5039,5039,12223,"dff3",1,3,2,0,0,0,0,3,2.74,2.75,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"B"
"5040",5040,5040,5040,12224,"f1a0",1,1,1,1,0,0,0,0,2.49,2.33,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Economics",1,"F"
"5041",5041,5041,5041,12226,"a1fd",1,3,2,0,0,0,0,3,2.64,2.77,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Economics",1,"B"
"5042",5042,5042,5042,12228,"2926",1,6,0,1,0,0,0,3.7,2.91,2.96,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Psychology",0,"A-"
"5043",5043,5043,5043,12230,"2a70",0,3,2,0,0,1,0,4,4,4,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"English",0,"A"
"5044",5044,5044,5044,12233,"9795",1,3,2,0,0,1,0,1,2.6,2.48,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Finance",0,"D"
"5045",5045,5045,5045,12235,"e492",1,3,2,0,0,0,0,2.3,2.91,2.91,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Psychology",0,"C+"
"5046",5046,5046,5046,12239,"8d1a",1,2,1,0,0,1,0,3,2.56,2.51,"BIO300",201610,637,0,0,1,0,0,2016,"5",0,"Chemistry",1,"B"
"5047",5047,5047,5047,12241,"50e9",1,3,2,1,0,0,0,2.7,3.34,3.32,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"B-"
"5048",5048,5048,5048,12242,"fc16",0,3,2,0,0,0,0,3,3.42,3.41,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"B"
"5049",5049,5049,5049,12243,"3bd3",1,4,1,0,0,0,1,1,2.75,2.77,"BIO300",201903,623,1,0,0,0,0,2019,"2",0,"Communication",0,"D"
"5050",5050,5050,5050,12245,"e8bb",1,6,0,1,0,1,1,1.7,3.17,2.93,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Psychology",0,"C-"
"5051",5051,5051,5051,12246,"f024",1,6,0,0,0,1,0,2.7,3.01,2.78,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Biological Sciences",1,"B-"
"5052",5052,5052,5052,12248,"095a",1,1,1,1,0,0,1,3,2.85,2.86,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Chemistry",1,"B"
"5053",5053,5053,5053,12250,"c612",0,3,2,0,0,1,1,2.3,2.63,2.59,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Chemistry",1,"C+"
"5054",5054,5054,5054,12254,"ad51",1,6,0,1,0,0,0,2.3,2.75,2.73,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Psychology",0,"C+"
"5055",5055,5055,5055,12255,"941f",1,3,2,0,0,0,1,3,2.94,3.05,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Computer Science",1,"B"
"5056",5056,5056,5056,12256,"8c5c",0,3,2,0,0,0,1,4,3.95,3.95,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Biological Sciences",1,"A"
"5057",5057,5057,5057,12260,"c02b",1,1,1,1,0,0,1,2,3.1,3.11,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Chemistry",1,"C"
"5058",5058,5058,5058,12261,"4ba3",0,1,1,1,0,0,1,1.7,3.29,3.31,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"C-"
"5059",5059,5059,5059,12263,"4ebe",0,1,1,0,0,1,0,3,3.02,2.29,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Computer Science",1,"B"
"5060",5060,5060,5060,12267,"6485",1,6,0,0,0,0,0,1.7,2.84,2.9,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Chemistry",1,"C-"
"5061",5061,5061,5061,12270,"c68b",0,6,0,0,0,1,1,2.3,NA,2.86,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Mathematics",1,"C+"
"5062",5062,5062,5062,12272,"37a9",0,6,0,0,0,0,0,4,3.41,3.49,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Computer Science",1,"A"
"5063",5063,5063,5063,12273,"18be",1,1,1,1,0,1,1,0,2.57,2.58,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Biological Sciences",1,"F"
"5064",5064,5064,5064,12275,"6339",0,3,2,1,0,0,0,2,2.91,2.89,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"C"
"5065",5065,5065,5065,12283,"82a2",0,3,2,0,1,1,0,2.3,2.56,2.64,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Finance",0,"C+"
"5066",5066,5066,5066,12284,"4621",0,3,2,0,0,0,0,2.7,2.93,2.97,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Psychology",0,"B-"
"5067",5067,5067,5067,12287,"a5ae",1,3,2,1,0,1,1,1.3,3.19,3.25,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Physics",1,"D+"
"5068",5068,5068,5068,12288,"68cf",1,1,1,0,0,0,0,2.3,2.93,2.97,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Political Science",0,"C+"
"5069",5069,5069,5069,12289,"dab7",0,3,2,1,0,0,0,3,2.65,2.71,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Chemistry",1,"B"
"5070",5070,5070,5070,12290,"82fe",1,1,1,0,0,0,1,1.7,2.73,2.79,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Mathematics",1,"C-"
"5071",5071,5071,5071,12295,"e4e9",1,1,1,1,0,0,1,3,2.72,2.75,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Business Management",0,"B"
"5072",5072,5072,5072,12296,"7f1c",0,3,2,0,0,0,0,3,3.34,3.36,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Chemistry",1,"B"
"5073",5073,5073,5073,12299,"1fbb",1,6,0,0,0,0,0,3.3,3.55,3.53,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Biological Sciences",1,"B+"
"5074",5074,5074,5074,12303,"a3ca",1,3,2,0,0,0,1,3.7,3.35,3.39,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Computer Science",1,"A-"
"5075",5075,5075,5075,12307,"2951",1,6,0,1,0,1,0,3,2.48,2.73,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Psychology",0,"B"
"5076",5076,5076,5076,12311,"1027",0,3,2,0,0,0,0,2,3.02,3.07,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Computer Science",1,"C"
"5077",5077,5077,5077,12317,"f5e3",0,3,2,0,0,0,0,4,3.3,3.32,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Communication",0,"A"
"5078",5078,5078,5078,12320,"4f63",0,3,2,0,1,1,0,2,2.54,2.59,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"C"
